Journal Name,Category & Journal Quartiles
"SOMATOSENSORY AND MOTOR
RESEARCH",Q4
"BRITISH JOURNAL OF GUIDANCE &
COUNSELLING",Q4
JOURNAL OF FORENSIC PSYCHIATRY & PSYCHOLOGY,Q4
Infants & Young Children,Q4
BRITISH JOURNAL OF NEUROSURGERY,Q4
CAHIERS AGRICULTURES,Q3
"ACTA SOCIETATIS BOTANICORUM
POLONIAE",Q4
Revista da Escola de Enfermagem da USP,Q4
BIOLOGIA PLANTARUM,Q4
Longitudinal and Life Course Studies,Q3
Journal of Instrumentation,Q4
Asian Economic Journal,Q4
"HIGH TEMPERATURE MATERIALS AND
PROCESSES",Q4
PROCEEDINGS OF THE INSTITUTION OF,Q4
CIVIL ENGINEERS-TRANSPORT,Q4
NAGOYA MATHEMATICAL JOURNAL,Q2
FUTURE OF CHILDREN,Q3
Nigerian Journal of Clinical Practice,Q4
Journal of the Royal Army Medical Corps,Q4
Quantum Topology,Q2
"ORIGINS OF LIFE AND EVOLUTION OF
BIOSPHERES",Q4
Journal of Investigative Psychology and,Q4
Offender Profiling,Q4
COLLOID JOURNAL,Q4
REVISTA BRASILEIRA DE PALEONTOLOGIA,Q4
JOURNAL OF APPLIED PROBABILITY,Q4
ACOUSTICAL PHYSICS,Q4
"ZEITSCHRIFT FUR NATURFORSCHUNG
SECTION B-A JOURNAL OF CHEMICAL",Q4
SCIENCES,Q4
JOURNAL OF NIPPON MEDICAL SCHOOL,Q4
Polish Journal of Chemical Technology,Q4
CANADIAN ENTOMOLOGIST,Q3
DIAGNOSTICA,Q4
EUROPEAN SURGICAL RESEARCH,Q4
Contemporary Southeast Asia,Q3
Legal Studies,Q3
ACM Transactions on Algorithms,Q3
Rechtsmedizin,Q4
Mediterranean Botany,Q4
Materials Express,Q4
"JOURNAL OF EXPERIMENTAL AND
THEORETICAL PHYSICS",Q4
"Behavioral Psychology-Psicologia
Conductual",Q4
JOURNAL OF COASTAL RESEARCH,Q4
BIOCELL,Q4
SCANDINAVIAN JOURNAL OF ECONOMICS,Q4
INTERDISCIPLINARY SCIENCE REVIEWS,Q3
"Zeitschrift fur Orthopadie und
Unfallchirurgie",Q4
African Health Sciences,Q4
Physics of Wave Phenomena,Q4
AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,Q4
Topics in Companion Animal Medicine,Q3
JOURNAL OF MARINE RESEARCH,Q4
Dermatologica Sinica,Q4
"JOURNAL OF THE CHINESE INSTITUTE OF
ENGINEERS",Q4
Journal of Spectral Theory,Q2
Advancements of Microbiology,Q4
POLITICAL THEORY,Q4
NETHERLANDS JOURNAL OF MEDICINE,Q4
Radioengineering,Q4
"Vascular
JOURNAL OF THE JAPAN PETROLEUM INSTITUTE",Q4
"JOURNAL OF VETERINARY MEDICAL
SCIENCE",Q3
Acta Endocrinologica-Bucharest,Q4
"FIBRES & TEXTILES IN EASTERN EUROPE
Central European Journal of Energetic Materials",Q3
"AMERICAN JOURNAL OF ECONOMICS
AND SOCIOLOGY",Q4
TEXAS HEART INSTITUTE JOURNAL,Q4
Advances in Differential Equations,Q2
"Economics-The Open Access Open-
Assessment E-Journal",Q4
"ACTA BIOLOGICA CRACOVIENSIA SERIES
BOTANICA",Q4
PCI JOURNAL,Q4
PAKISTAN JOURNAL OF BOTANY,Q4
Kinesiology,Q4
FORMAL METHODS IN SYSTEM DESIGN,Q3
PESQUISA AGROPECUARIA BRASILEIRA,Q3
Social Analysis,Q3
"JOURNAL OF THE SERBIAN CHEMICAL
SOCIETY",Q4
"RAE-Revista de Administracao de
Empresas",Q4
Serbian Astronomical Journal,Q4
Letters in Drug Design & Discovery,Q4
"Baltic Journal of Road and Bridge
Engineering",Q4
Asian Economic Papers,Q4
Revista Brasileira de Anestesiologia,Q4
Proceedings of the Institution of Civil Engineers-Energy,Q4
PORTAL-LIBRARIES AND THE ACADEMY,Q3
JOURNAL OF CHEMICAL RESEARCH,Q4
Education and Treatment of Children,Q4
POTENTIAL ANALYSIS,Q2
Journal of Statistical Planning and Inference,Q4
JAPANESE PSYCHOLOGICAL RESEARCH,Q4
INSIGHT,Q4
WILDFOWL,Q3
GRAPHICAL MODELS,Q4
"NEW ZEALAND JOURNAL OF CROP AND
HORTICULTURAL SCIENCE",Q3
OSTRICH,Q3
Journal of Corporate Law Studies,Q3
Advances in Astronomy,Q4
LASER AND PARTICLE BEAMS,Q4
MECHANICAL ENGINEERING,Q4
Membrane and Water Treatment,Q4
Indian Journal of Traditional Knowledge MODELING IDENTIFICATION AND CONTROL,Q4
ACTA AMAZONICA,Q3
"PROGRES EN UROLOGIE
International Journal of Microwave and Wireless Technologies",Q4
CHINESE JOURNAL OF CHEMICAL PHYSICS,Q4
"ISRAEL JOURNAL OF MATHEMATICS
Journal of Logical and Algebraic Methods in Programming",Q2
GEOGRAPHY,Q4
"PROCEEDINGS OF THE EDINBURGH
MATHEMATICAL SOCIETY",Q2
"JPC-JOURNAL OF PLANAR
CHROMATOGRAPHY-MODERN TLC",Q4
"International Journal of Mental Health
Promotion",Q4
COMBUSTION EXPLOSION AND SHOCK,Q4
WAVES,Q4
ACTA MATHEMATICA SCIENTIA,Q2
IZVESTIYA-PHYSICS OF THE SOLID EARTH,Q4
JOURNAL OF COMPARATIVE PATHOLOGY,Q3
VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY,Q3
"Stratigraphy
HIGH TEMPERATURES-HIGH PRESSURES",Q3
Semiconductors and Semimetals,Q4
Translation Studies,Q3
Hokkaido Mathematical Journal,Q2
CHILD & FAMILY BEHAVIOR THERAPY,Q4
Radiophysics and Quantum Electronics,Q4
"COMMUNICATIONS IN ANALYSIS AND
GEOMETRY",Q2
"Education and Training in Autism and
Developmental Disabilities",Q4
ECONOMIC DEVELOPMENT QUARTERLY,Q4
Journal for the Study of Education and,Q4
Development,Q4
TROPICAL ZOOLOGY,Q3
CANADIAN JOURNAL OF ANIMAL SCIENCE,Q3
Horticulture Journal,Q3
Acta Herpetologica,Q3
MODERN ASIAN STUDIES,Q3
Australian Journal of Adult Learning,Q4
"CANADIAN VETERINARY JOURNAL-REVUE
VETERINAIRE CANADIENNE",Q3
CARNETS DE GEOLOGIE,Q4
"EUROPEAN JOURNAL OF HORTICULTURAL
SCIENCE",Q4
"Journal de l Ecole Polytechnique-
Mathematiques",Q2
"COLUMBIA JOURNAL OF TRANSNATIONAL
LAW",Q3
SPORTVERLETZUNG-SPORTSCHADEN,Q4
AUSTRALIAN JOURNAL OF ZOOLOGY,Q3
"REHABILITATION
Acta Crystallographica Section F-",Q4
Structural Biology Communications,Q4
International Journal of Optics,Q4
"JOURNAL OF CONTINUING EDUCATION IN
NURSING",Q4
"TRANSACTIONS OF THE JAPAN SOCIETY
FOR AERONAUTICAL AND SPACE SCIENCES",Q4
ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,Q4
QUARTERLY OF APPLIED MATHEMATICS,Q3
Biologia Futura,Q4
"Early Years
QUANTUM INFORMATION &",Q4
COMPUTATION,Q4
"ANIMAL BIODIVERSITY AND
CONSERVATION",Q3
Nonlinear Dynamics Psychology and Life Sciences,Q4
Nationalities Papers-The Journal of Nationalism and Ethnicity,Q1
Science of Advanced Materials,Q4
INTERVENTION IN SCHOOL AND CLINIC,Q4
GEOLOGICA ACTA,Q4
Journal of Development Effectiveness,Q4
QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS,Q3
"Noropsikiyatri Arsivi-Archives of
Neuropsychiatry",Q4
ERGODIC THEORY AND DYNAMICAL,Q2
SYSTEMS,Q3
Progress in Transplantation,Q4
Postepy w Kardiologii Interwencyjnej APPLIED BIOCHEMISTRY AND MICROBIOLOGY,Q4
PHARMACEUTICAL CHEMISTRY JOURNAL,Q4
MANCHESTER SCHOOL,Q4
JOURNAL OF THE POLYNESIAN SOCIETY,Q3
Algebra & Number Theory,Q2
BLOOD COAGULATION & FIBRINOLYSIS,Q4
"NODEA-NONLINEAR DIFFERENTIAL
EQUATIONS AND APPLICATIONS",Q3
"REVISTA MEXICANA DE CIENCIAS
GEOLOGICAS",Q4
GEOCHEMICAL JOURNAL,Q4
MINERVA CHIRURGICA,Q4
ADVANCES IN APPLIED PROBABILITY,Q4
"CHINESE JOURNAL OF GEOPHYSICS-
CHINESE EDITION",Q4
"INDIANA UNIVERSITY MATHEMATICS
JOURNAL",Q2
Elektronika Ir Elektrotechnika,Q4
AMERICAN JOURNAL OF PSYCHOLOGY,Q4
"Journal of the Faculty of Engineering and
Architecture of Gazi University",Q4
"Journal of Gemmology
International Journal on Artificial",Q4
Intelligence Tools,Q4
BELGIAN JOURNAL OF ZOOLOGY,Q3
"Gynecologie Obstetrique Fertilite &
Senologie",Q4
TENSIDE SURFACTANTS DETERGENTS,Q4
MEDYCYNA PRACY,Q4
RANDOM STRUCTURES & ALGORITHMS,Q2
JOURNAL OF UNIVERSAL COMPUTER SCIENCE,Q3
"Journal of the Australian Library and
Information Association",Q3
"AMERICAN JOURNAL OF VETERINARY
RESEARCH",Q3
Bradleya,Q4
JOURNAL OF INDUSTRIAL ECONOMICS,Q4
Clinical Laboratory,Q4
HERPETOZOA,Q3
"ANAESTHESIST
PHOSPHORUS SULFUR AND SILICON AND THE RELATED ELEMENTS",Q4
Aerospace Medicine and Human,Q4
Performance,Q4
Landbauforschung-Journal of Sustainable and Organic Agricultural Systems,Q3
Canadian Journal of Chemistry,Q4
Phytotaxa,Q4
ANNALES ZOOLOGICI FENNICI,Q3
"REVISTA BRASILEIRA DE ENTOMOLOGIA
INFOR",Q3
OPTICAL REVIEW,Q4
Russian Journal of Pacific Geology Physicochemical Problems of Mineral Processing,Q4
LATIN AMERICAN PERSPECTIVES,Q3
Vascular and Endovascular Surgery,Q4
JOURNAL OF PRESSURE VESSEL TECHNOLOGY-TRANSACTIONS OF THE ASME,Q4
China Foundry,Q3
All Life,Q4
PROGRESS IN CHEMISTRY,Q4
"Journal of the South African Veterinary
Association",Q3
Earth Sciences Research Journal,Q4
"ANTI-CORROSION METHODS AND
MATERIALS",Q3
"Archives of Acoustics
JOURNAL OF COMPUTER AND SYSTEM",Q4
SCIENCES,Q4
Ocean Science Journal,Q4
Applied Economic Analysis,Q4
NEUES JAHRBUCH FUR GEOLOGIE UND PALAONTOLOGIE-ABHANDLUNGEN,Q4
INTERNATIONAL JOURNAL OF ROBOTICS,Q4
& AUTOMATION,Q4
ELECTROMAGNETICS,Q4
Expert Opinion on Orphan Drugs,Q4
Logopedics Phoniatrics Vocology,Q4
Journal of Mineralogical and Petrological Sciences,Q4
ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA-CLASSE DI SCIENZE,Q2
SCANDINAVIAN JOURNAL OF STATISTICS,Q4
Annals of Combinatorics,Q3
Physiotherapy Canada,Q4
SCIENCE OF COMPUTER PROGRAMMING,Q4
"Sequential Analysis-Design Methods and
Applications",Q4
JOURNAL OF INSECT BEHAVIOR,Q3
COMMENTARII MATHEMATICI HELVETICI,Q2
International Journal of Evidence & Proof,Q3
HISTORY OF SCIENCE,Q3
SWISS JOURNAL OF PSYCHOLOGY,Q4
CANADIAN METALLURGICAL QUARTERLY,Q4
"BULLETIN OF THE LONDON
MATHEMATICAL SOCIETY",Q2
ECONOMIC RECORD,Q4
"MATERIALWISSENSCHAFT UND
WERKSTOFFTECHNIK",Q4
Indian Journal of Orthopaedics,Q4
Recht & Psychiatrie,Q4
ARQUIVOS BRASILEIROS DE OFTALMOLOGIA,Q4
Analysis and Geometry in Metric Spaces,Q2
"HISPANIC JOURNAL OF BEHAVIORAL
SCIENCES",Q4
"Rendiconti Lincei-Matematica e
Applicazioni",Q2
CHILDRENS HEALTH CARE,Q4
BULLETIN DES SCIENCES MATHEMATIQUES,Q3
Dynamics of Partial Differential Equations STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS,Q3
Emirates Journal of Food and Agriculture,Q4
Nature + Culture,Q4
JOURNAL OF HISTORICAL GEOGRAPHY,Q2
AI COMMUNICATIONS,Q4
"JOURNAL OF SWINE HEALTH AND
PRODUCTION",Q3
"Discussiones Mathematicae Graph
Theory",Q2
Journal for Healthcare Quality,Q4
"INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND
KNOWLEDGE-BASED SYSTEMS",Q4
"MATHEMATICAL PHYSICS ANALYSIS AND
GEOMETRY",Q3
CIRCUIT WORLD,Q4
ORNIS FENNICA,Q3
CYTOLOGIA,Q4
Acta Paulista de Enfermagem,Q4
ZOOTAXA,Q3
Exploration Geophysics,Q4
JOURNAL OF LABOR RESEARCH,Q4
"INDUSTRIAL LAW JOURNAL
Radiation Effects and Defects in Solids",Q3
"Proceedings of the Estonian Academy of
Sciences",Q4
Empirica,Q4
HASTINGS LAW JOURNAL,Q3
CONTEMPORARY PACIFIC,Q3
SYSTEMATIC PARASITOLOGY,Q4
"POLYMER SCIENCE SERIES B
ENGINEERING ECONOMIST",Q4
CARDIOLOGY IN THE YOUNG,Q4
Astrophysical Bulletin,Q4
"IRANIAN JOURNAL OF FISHERIES
SCIENCES",Q4
"Latin American Journal of Aquatic
Research",Q4
"JCPSP-Journal of the College of Physicians
and Surgeons Pakistan",Q4
TUEXENIA,Q4
ITALIAN JOURNAL OF FOOD SCIENCE,Q4
KOEDOE,Q4
Subterranean Biology,Q3
"INTERNATIONAL JOURNAL OF TROPICAL
INSECT SCIENCE",Q3
JOURNAL OF ENVIRONMENTAL AND,Q4
ENGINEERING GEOPHYSICS,Q4
ACTA BOTANICA CROATICA,Q4
"Brazilian Journal of Poultry Science ANNALS OF MATHEMATICS AND
ARTIFICIAL INTELLIGENCE",Q3
CHINESE JOURNAL OF ELECTRONICS,Q4
Journal of Minimal Access Surgery,Q4
Asian Biomedicine,Q4
"FRONTIERS-A JOURNAL OF WOMEN
STUDIES",Q3
"NEW ZEALAND JOURNAL OF BOTANY COMPARATIVE STUDIES IN SOCIETY AND
HISTORY",Q4
Journal of Nonlinear and Convex Analysis,Q2
"Advances in Mathematics of
Communications",Q3
TRANSPLANTATION PROCEEDINGS,Q4
"MATHEMATICAL INEQUALITIES &
APPLICATIONS",Q2
"International Journal of Diabetes in
Developing Countries",Q4
"Journal of Theoretical and Computational
Acoustics",Q4
"JOURNAL OF NONPARAMETRIC
STATISTICS",Q4
"COMPUTER ANIMATION AND VIRTUAL
WORLDS",Q4
Cerne,Q4
CERAMICS-SILIKATY,Q3
Metrology and Measurement Systems,Q4
Contemporary Political Theory,Q4
Revista Matematica Complutense,Q2
Archives of Rheumatology,Q4
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,Q4
"International Journal of Clothing Science
and Technology",Q3
Sains Malaysiana,Q4
ORTHOPADE,Q4
JOURNAL OF STRUCTURAL CHEMISTRY,Q4
AMERICAN SURGEON,Q4
"THEORETICAL COMPUTER SCIENCE
JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION",Q4
JOURNAL OF GEOMETRIC ANALYSIS,Q2
Stochastics-An International Journal of,Q4
Probability and Stochastic Processes,Q4
"Drewno ZEITSCHRIFT FUR
ENTWICKLUNGSPSYCHOLOGIE UND PADAGOGISCHE PSYCHOLOGIE",Q3
ZEITSCHRIFT FUR PSYCHOSOMATISCHE,Q1
MEDIZIN UND PSYCHOTHERAPIE,Q4
MERRILL-PALMER QUARTERLY-JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,Q4
PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,Q4
"Journal of Psychologists and Counsellors
in Schools",Q4
"JOURNAL OF THE AMERICAN MOSQUITO
CONTROL ASSOCIATION",Q3
"REVIEW OF RADICAL POLITICAL
ECONOMICS",Q4
DESIGN AUTOMATION FOR EMBEDDED,Q4
SYSTEMS,Q4
International Journal of Sport Finance,Q4
INTERNATIONAL JOURNAL OF ODONATOLOGY,Q3
Chinese Journal of International Law,Q3
Acta Geodynamica et Geomaterialia,Q4
Journal of Combinatorial Algebra,Q2
Presidential Studies Quarterly,Q4
Ciencia e Investigacion Agraria,Q3
JFR-Journal of Family Research,Q4
Advances in Quantum Chemistry,Q4
ACTA VETERINARIA-BEOGRAD,Q3
Avian Biology Research,Q3
Ecological Restoration,Q4
Acta Botanica Mexicana,Q4
World Rabbit Science,Q3
Estudios de Economia,Q4
ACTA ALIMENTARIA,Q4
QUATERNAIRE,Q4
REVISTA BRASILEIRA DE ZOOTECNIA-,Q3
BRAZILIAN JOURNAL OF ANIMAL SCIENCE,Q3
Mathematica Slovaca,Q2
Mechanics & Industry,Q4
SCIENCEASIA,Q4
JOURNAL OF APPROXIMATION THEORY,Q2
Annals of Functional Analysis,Q2
FORSCHUNG IM INGENIEURWESEN-,Q4
ENGINEERING RESEARCH,Q4
Gradevinar,Q4
International Journal of Human Rights,Q3
Conservation Genetics Resources,Q4
ACTA CHIRURGICA BELGICA,Q4
"Journal of Balkan and Near Eastern
Studies",Q3
ANNALES ZOOLOGICI,Q4
Journal of Laboratory Medicine,Q4
"JOURNAL OF THE AUSTRALIAN
MATHEMATICAL SOCIETY",Q2
"JOURNAL OF THE AMERICAN HELICOPTER
SOCIETY",Q4
Orthopaedic Nursing,Q4
Filomat,Q2
"SCIENCE & SPORTS
ANNALI DI MATEMATICA PURA ED APPLICATA",Q4
REVSTAT-Statistical Journal,Q4
HUMAN RIGHTS QUARTERLY,Q4
Horticultura Brasileira,Q4
"Handchirurgie Mikrochirurgie Plastische
Chirurgie",Q4
Clothing and Textiles Research Journal,Q4
Archives of Clinical Psychiatry,Q4
CANADIAN PUBLIC ADMINISTRATION- ADMINISTRATION PUBLIQUE DU CANADA,Q4
"Journal of Neurological Surgery Part A-
Central European Neurosurgery",Q4
Panoeconomicus,Q4
Aequationes Mathematicae,Q2
PARALLEL COMPUTING,Q4
"Journal of International Dispute
Settlement",Q3
"JOURNAL OF NONLINEAR OPTICAL
PHYSICS & MATERIALS",Q4
Families Relationships and Societies,Q4
Micro & Nano Letters,Q4
PHI DELTA KAPPAN,Q4
"Asia Pacific Journal of Anthropology CANADIAN MATHEMATICAL BULLETIN- BULLETIN CANADIEN DE
MATHEMATIQUES",Q3
ACTA MATHEMATICA HUNGARICA,Q2
SOCIETY,Q4
INTERNATIONAL JOURNAL OF QUANTUM,Q4
INFORMATION,Q4
Open Mathematics,Q2
SCANDINAVIAN POLITICAL STUDIES,Q4
ANNALES DE L INSTITUT FOURIER,Q2
IZVESTIYA MATHEMATICS,Q2
SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE,Q3
INTERNATIONAL JOURNAL OF CLINICAL PHARMACOLOGY AND THERAPEUTICS,Q4
"ICSID Review-Foreign Investment Law
Journal",Q3
FIBER AND INTEGRATED OPTICS,Q4
APPLIED MAGNETIC RESONANCE,Q4
DISTRIBUTED AND PARALLEL DATABASES,Q4
PATHOLOGE,Q4
International Journal of Unconventional Computing,Q4
International Journal of Global Warming,Q4
Dendrobiology,Q4
"Turkish Neurosurgery PROCEEDINGS OF THE AMERICAN
MATHEMATICAL SOCIETY",Q4
"INTERNATIONAL JOURNAL OF
ENGINEERING EDUCATION",Q4
Journal of Addictions Nursing,Q4
"ACTA ZOOLOGICA ACADEMIAE
SCIENTIARUM HUNGARICAE",Q3
JOURNAL OF SYMBOLIC COMPUTATION,Q4
Italian Journal of Agrometeorology-,Q4
Rivista Italiana di Agrometeorologia,Q4
IEEE Latin America Transactions,Q4
ANIMAL SCIENCE PAPERS AND REPORTS,Q4
International Arab Journal of Information,Q4
"Technology
Syntax-A Journal of Theoretical
Experimental and Interdisciplinary",Q4
Research,Q3
"Philosophy of Biological and Biomedical
Sciences",Q2
"Romanian Journal of Economic
Forecasting",Q4
"JOURNAL OF ALGEBRAIC
COMBINATORICS",Q3
TERRESTRIAL ATMOSPHERIC AND,Q4
OCEANIC SCIENCES,Q4
COMPUTATIONAL COMPLEXITY,Q3
POLAR RECORD,Q4
"NEW ZEALAND JOURNAL OF FORESTRY
SCIENCE",Q4
African Journal of Reproductive Health,Q4
DISCRETE MATHEMATICS,Q3
MEDICINA-BUENOS AIRES,Q4
METRIKA,Q4
American Law and Economics Review,Q3
ACTA ACUSTICA UNITED WITH ACUSTICA,Q4
Japanese Journal of Political Science,Q4
Intelligence and National Security,Q1
ACTA VETERINARIA HUNGARICA,Q3
Herpetological Conservation and Biology,Q3
PROCEEDINGS OF THE YORKSHIRE GEOLOGICAL SOCIETY,Q4
JOURNAL OF TROPICAL FOREST SCIENCE,Q4
Revista Mexicana de Biodiversidad,Q4
"Brazilian Journal of Probability and
Statistics",Q4
ZOOLOGICAL SCIENCE,Q4
RADIATION PROTECTION DOSIMETRY,Q4
Turkish Journal of Mathematics,Q3
ASTRONOMISCHE NACHRICHTEN,Q4
STUDIA PSYCHOLOGICA,Q4
ECONOMICS OF TRANSITION,Q4
Journal of Community Health Nursing,Q4
"AMERICAN JOURNAL OF COMPARATIVE
LAW",Q3
THALASSAS,Q4
Veterinary Research Forum,Q4
MATHEMATICAL PROCEEDINGS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY,Q3
Pharmacognosy Magazine,Q4
JOURNAL OF NATURAL HISTORY,Q4
Journal of Thermal Science and Technology,Q4
Metallurgical Research & Technology,Q4
"Journal of East European Management
Studies",Q4
"Nuclear Technology & Radiation
Protection",Q4
NATURAL AREAS JOURNAL,Q4
"INDIAN JOURNAL OF EXPERIMENTAL
BIOLOGY",Q4
"ANNALES DE LIMNOLOGIE- INTERNATIONAL JOURNAL OF
LIMNOLOGY",Q4
ZOOLOGY IN THE MIDDLE EAST,Q4
"AMERICAN ANNALS OF THE DEAF
International Journal of Surface Science",Q4
and Engineering,Q4
FORUM MATHEMATICUM,Q3
"Protection of Metals and Physical
Chemistry of Surfaces",Q4
"Journal of Integral Equations and
Applications",Q3
MICROELECTRONICS INTERNATIONAL,Q4
OCEANOLOGY,Q4
INTERFACES AND FREE BOUNDARIES,Q3
PERSPECTIVES IN BIOLOGY AND,Q2
MEDICINE,Q4
GAYANA,Q4
BOIS ET FORETS DES TROPIQUES,Q4
Botanical Sciences,Q4
ACTA OECONOMICA,Q4
Gospodarka Surowcami Mineralnymi- Mineral Resources Management,Q4
JBI Evidence Implementation,Q4
Experimental and Clinical Transplantation,Q4
India Review,Q3
CONTRIBUTIONS TO INDIAN SOCIOLOGY,Q4
Revista de Psicologia del Deporte,Q4
Melbourne University Law Review,Q3
Open Astronomy,Q4
"ANNALES DE DERMATOLOGIE ET DE
VENEREOLOGIE",Q4
St Petersburg Mathematical Journal,Q3
"Australian Economic Review Bulletin of the Peabody Museum of
Natural History",Q4
"Boletin de la Sociedad Geologica
Mexicana",Q4
REFERENCE SERVICES REVIEW,Q4
SYSTEMATIC BOTANY,Q4
RADICAL PHILOSOPHY,Q3
Acta Clinica Croatica,Q4
TURKISH JOURNAL OF ZOOLOGY,Q4
Qualitative Theory of Dynamical Systems,Q3
NORDIC JOURNAL OF BOTANY,Q4
"INTERNATIONAL JOURNAL OF
PSYCHOANALYSIS",Q2
"STATISTICAL MODELLING
CANADIAN MODERN LANGUAGE REVIEW-
REVUE CANADIENNE DES LANGUES VIVANTES",Q4
"Investment Analysts Journal
Chemical Industry & Chemical Engineering Quarterly",Q4
Politics Philosophy & Economics,Q4
"MARINE ORNITHOLOGY
INTERNATIONAL JOURNAL OF MODERN PHYSICS E",Q3
"THEORETICAL FOUNDATIONS OF
CHEMICAL ENGINEERING",Q4
LC GC NORTH AMERICA,Q4
AFRICAN JOURNAL OF ECOLOGY,Q4
"Discrete Analysis
THEORY AND PRACTICE OF LOGIC",Q3
PROGRAMMING,Q4
"IEEJ Transactions on Electrical and
Electronic Engineering",Q4
ATLANTIC GEOLOGY,Q4
Turkish Journal of Field Crops,Q4
Estudios de Psicologia,Q4
"Journal of Elementology
International Journal of Forensic Mental Health",Q4
PACIFIC SCIENCE,Q4
ARS Mathematica Contemporanea,Q3
Slovenian Veterinary Research,Q3
JOURNAL OF GRAPH THEORY,Q3
"ACTA CARSOLOGICA
Macedonian Journal of Chemistry and Chemical engineering",Q4
CHIRURG,Q4
INTERNATIONAL POLYMER PROCESSING,Q4
"Water Resources
International Journal of Corpus Linguistics",Q4
JOURNAL OF THE AMERICAN,Q2
PSYCHOANALYTIC ASSOCIATION,Q4
"UNFALLCHIRURG
VIAL-Vigo International Journal of Applied Linguistics",Q4
Journal of Psychology in Africa,Q4
ISJ-Invertebrate Survival Journal,Q4
NAUTILUS,Q4
Journal of Trauma Nursing,Q4
Journal of Risk,Q4
"Anthropological Forum
Journal of Forensic Psychology Research and Practice",Q3
"Indian Journal of Hematology and Blood
Transfusion",Q4
MAYDICA,Q4
LC GC EUROPE,Q4
STUDIA MATHEMATICA,Q3
ACTA ICHTHYOLOGICA ET PISCATORIA,Q4
"SCOTTISH JOURNAL OF POLITICAL
ECONOMY",Q4
Journal of Power Electronics,Q4
POWDER METALLURGY AND METAL,Q4
CERAMICS,Q4
Revista de Psicologia Social,Q4
AND ALLIED SCIENCES,Q4
POLISH JOURNAL OF PATHOLOGY,Q4
Zeitschrift fur Sexualforschung,Q4
Promet-Traffic & Transportation,Q4
ALGORITHMICA,Q4
BOTHALIA,Q4
JOURNAL OF ALGEBRA,Q3
INORGANIC MATERIALS,Q4
Signa Vitae,Q4
"INTERNATIONAL JOURNAL OF GROUP
PSYCHOTHERAPY",Q4
GRANA,Q4
"Ukrainian Journal of Physical Optics
IET Computers and Digital Techniques",Q4
Mausam,Q4
NEW SCIENTIST,Q4
ACTA PHYSICA SINICA,Q4
B E Journal of Economic Analysis & Policy,Q4
JOURNAL OF OPERATOR THEORY,Q3
Inra Productions Animales,Q3
FOREST PRODUCTS JOURNAL,Q4
Engineering,Q4
"Journal of Superhard Materials
SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES",Q4
Journal of Plant Registrations,Q4
MONATSHEFTE FUR MATHEMATIK,Q3
CIENCIA RURAL,Q4
AMERICAN FERN JOURNAL,Q4
CONTINUITY AND CHANGE,Q4
POLISH POLAR RESEARCH,Q4
Mathematical Communications,Q3
Georgian Mathematical Journal,Q3
Oncologie,Q4
Economic Computation and Economic Cybernetics Studies and Research,Q4
"Digest Journal of Nanomaterials and
Biostructures",Q4
"TURKIYE ENTOMOLOJI DERGISI-TURKISH
JOURNAL OF ENTOMOLOGY",Q4
ACM Transactions on Computational Logic,Q2
CANADIAN JOURNAL OF VETERINARY RESEARCH-REVUE CANADIENNE DE RECHERCHE VETERINAIRE,Q3
NOTRE DAME LAW REVIEW,Q3
INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING,Q4
"Chungara-Revista de Antropologia
Chilena",Q3
CARIBBEAN JOURNAL OF SCIENCE,Q4
APPLIED ENGINEERING IN AGRICULTURE,Q4
Journal of Substance Use,Q4
RATIONALITY AND SOCIETY,Q4
TEACHING OF PSYCHOLOGY,Q4
"Ulusal Travma ve Acil Cerrahi Dergisi- Turkish Journal of Trauma & Emergency
Surgery",Q4
REVISTA LATINOAMERICANA DE PSICOLOGIA,Q4
AFRICAN JOURNAL OF MARINE SCIENCE,Q4
Notfall & Rettungsmedizin,Q4
Journal of Ovonic Research,Q4
DOKLADY PHYSICAL CHEMISTRY,Q4
CRYOLETTERS,Q4
"Transylvanian Review of Administrative
Sciences",Q4
Anales del Sistema Sanitario De Navarra,Q4
LOW TEMPERATURE PHYSICS,Q4
WASHINGTON LAW REVIEW,Q3
"EUROPEAN JOURNAL OF
COMBINATORICS",Q3
"EUROPEAN JOURNAL OF MIGRATION
AND LAW",Q3
"MATERIALS SCIENCE-POLAND ENGINEERING JOURNAL-AMERICAN
INSTITUTE OF STEEL CONSTRUCTION",Q4
